District Name,School Name,UDISE Code,School Management,School Category
ETAH,SRI GANDHI S.INTER COLLAGE,09170500115,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,SRI MADHWANAND INTER COLLAGE KASELA,09170511802,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,SRI MEKU SINGH YADAV I.C.SATYANAGAR MESUPURA,09170512203,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SRI MOHAN SINGH H.S.S. GADHIYA,09170516004,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SRI MUNSHI LAL HSS TIGARA JAITHARA ETAH,09170504202,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI RAMCHANDRA SINGH UMV VICHANPUR,09170510902,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI RAMSWAROOP SINGH UMV N. CHAMAN PINJARI,09170510006,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI S.P.S. HSS JAITHARA ETAH,09170515807,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI SALIGRAM HSS TIGRA MANIKPURA JAITHARA,09170504204,Private Unaided Recognized,Secondary only (9–10)
ETAH,"SWATANTRA SENANI RAGHUVEER SINGH U,M,V, PATTI JAITHARA",09170515806,Private Unaided Recognized,Secondary only (9–10)
ETAH,THAKUR LATOORI SINGH U.M.V. DHUMARI,09170506319,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,VEERPAL SINGH INTER COLLEGE,09170511202,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,A. P. S. INTER COLLEGE,09170600111,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,ANAD KANCHA KETUKI DEVI INTER COLLEGE,09170609502,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,CHANDRA PRABHA VIDHYAPEETH SARAY NEEM JALESAR,09170606608,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,CHAUDHARI BRAJ MOHAN HSS BRAJ NAGAR SADABAD ROAD JALESAR,09170608205,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,DR. RAM SINGH HR. SECONDARY SCHOOL,09170611405,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,DR. V. P. S. H. S. SCHOOL,09170608402,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,F. S. INTER COLLEGE NAGLA MEERA NAGWAI JALESAR ,09170605304,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,GOVERNMENT HIGHSCHOOL MAHANMAI,09170605204,Department of Education (Government School),Secondary + Higher Secondary (9–12)
ETAH,J S B PUBLIC SCHOOL BYPASS ROAD JALESAR,09170611409,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,JANTA INTER COLLEGE,09170612302,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,K.C.S.S.H.S.S.,09170604904,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,KANCHAN SINGH H.S.S. SARAY NEEM,09170606607,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,M.K.K. INTER COLLEGE,09170605905,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,M.R.A.B. HOLKAR H. SC. SCHOOL,09170604807,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,NIRANJAN SINGH H S BAHADURPUR KASIMPUR JALESAR,09170604602,Private Unaided Recognized,Secondary only (9–10)
ETAH,PREM PUBLIC SCHOOL ISOLI ROAD NEAR ROADWAYS BUS STAND JALESAR,09170611408,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,R. B. S INTER COLLEGE,09170606504,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,S.K.A.P.H.S.S.,09170604311,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SARSWATI INTER COLLEGE,09170611402,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHREE MULAYAM SINGH INTER COLLEGE FARIDPUR JALESAR,09170607302,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI DATA RAM H.S. SCHOOL,09170607805,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI MULAYAM SINGH H/ S SCHOOL,09170607804,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI NEHRU SMARAK I.C.,09170606107,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SMT URMILA DEVI HSS NAGLA OJHA JALESAR,09170603804,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI BABU SINGH S. INT. C. SHAKRAULI,09170600108,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,SRI BHOJRAJ MEM.HSS MISAULI,09170605103,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI RAMSWAROOP INTER COLLEGE SARAYNEEM,09170606606,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SRI SURAJ PAL SINGH H.M.V.N.VANSHI,09170601505,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,SRK ISLAMIYA HSS HASANGARH JALESAR,09170608907,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,THAKUR GAJENDRA PAL SINGH H.S.S.,09170604903,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,URMILA DEVI INTER COLLEGE BARA SAMASPUR,09170606006,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,ADARSH INTER COLLEGE JALESAR,09171801203,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,JALESAR PUBLIC SCHOOL UNIT 2,09171800404,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,M.G.M. INTER COLLEGE JALESAR,09171800205,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,RAJKIYA BALIKA INTER COLLAGE,09171801702,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
ETAH,RUPES SMR.GIRLS.H.M.V.MOH.HATHODA,09171801704,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI NIVAS AGRAWAL SARSWATI VIDHYA MANDIR INTER COLLEGE JALESAR,09171801804,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SIDDHARTH HIGHER SECONDARY SCHOOL,09171801703,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT LONG SHRI DEVI INTER COLLAGE MUSIYAR DARGAH ROAD JALESAR,09171801604,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SRI G.U.M.V.JALESAR,09171801803,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,A.P.S.H.S.V NAGLA KHYALI,09170807703,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,ADARSH JANTA INTER COLLEGE,09170808306,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,AMRTI DEVI MEMORIAL HIGHER SECONDARY SCHOOL,09170808002,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,CH. RAM NARESH YADAV HR. SEC. SCHOOL,09170806905,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,CH. T. DAS PREMPAL SMARAK HR. SEC. SCHOOL,09170809102,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,CH. VIJAY PAL SINGH U.M. VIDYALAYA,09170806405,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,GOVT H.S NAGLA MANDHATI (SARNU),09170807903,Department of Education (Government School),Secondary + Higher Secondary (9–12)
ETAH,GOVT H.S.V ALAMPUR,09170806803,Department of Education (Government School),Secondary + Higher Secondary (9–12)
ETAH,HINDESH KUMAR MEMO. H.S. SCHOOL,09170807804,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,JAGPAL SINGH H S S NAGLA NATHA MIRHACHI ETAH,09170800118,Private Unaided Recognized,Secondary only (9–10)
ETAH,KALYANI INTER COLLEGE PIDAURA ADDA,09170803711,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,L.P.S.S. INTER COLLEGE ACHALPUR,09170805202,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,M.O.D. INTER COLLAGE KALYANPUR ETAH,09170805504,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,M.S.S.H.S. SCHOOL,09170804003,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,MAA AJUDHYA DEVI RAM SINGH H S SCHOOL LODHAMAI MARHARA ETAH,09170805712,Private Unaided Recognized,Secondary only (9–10)
ETAH,MAA SHANTI DEVI HSS BHAWAN NAGAR MARAHARA,09170801507,Private Unaided Recognized,Upper Primary to Secondary (6–10)
ETAH,RASHTRIYA INT. COLLEGE JINHAIRA,09170800206,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,S.G.S. HSS ORANI MEHANI SHORA,09170801204,Private Unaided Recognized,Secondary only (9–10)
ETAH,S.R.S.R.S.H.S.,09170800115,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SATYA SHEEL PUBLIC SHCOOL BHOJPUR NAGLA JAWAHARI ETAH,09170808704,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHIVAM HSS ESLAMPUR PILI MARAHARA,09170802402,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHREE DURVEEN SINGH H.S.S.,09170809903,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHREE KHUSHI LAL VERMA HSS MUHAMMADPUR,09170804904,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI MORDHWAJ SINGH HIGHER SECONDARY SCHOOL,09170808703,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI P.P.S. INTER COLLEGE,09170809904,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI RADHA KRISHNA HIGHER SECONDARY SCHOOL,09170807405,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI RAJAN RAJPAL SINGH GIRLS H.S.,09170808305,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI S. P. S. KUSHWAHA INTER COLLEGE,09170803707,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI SAHAV SINGH MEMORIAL INTER COLLEGE,09170809002,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI SARMAN SINGH YADAV I.C.,09170807404,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SMT BHAGWAN DEVI  ARYA V HSS N KOTHI,09170801505,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT DEVI INTER COLLAGE SORA MAIHANI ETAH,09170801203,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT KRISHNA YADAV BALIKA INTER COLLEGE,09170800116,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SMT. ANARKALI DEVI H.S.S.,09170802203,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT.SHAKUNTALA DEVI J.H.SCH.N.SANT,09170808503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SRI KISHAN INT.COLL. DHIRAMAI,09170807403,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,SRI RAMCHANDRA N. HSS BURAHANABAD,09170804505,Government Aided,Secondary only (9–10)
ETAH,"SRI SULTAN SINGH VIDHYAPEETH HIGHSCHOOL, NAYABANSH",09170809402,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SRI VIDHAPURI UMV GOBARA,09170804604,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,"SUBEDAR MAJOR SRI CHARAN SINGH Inter College, NAGLA KANHI SIM",09170806305,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,SWAMI VIVEKANAND H.S.V JINHAURA,09170800209,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,ANGEL THE FUTURE SCHOOL,09172001002,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,DROPA DEVI H.S.V BARD NO. 3,09172000705,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,M.G.H.M.INTER COLLAGE,09172000203,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,MARHARA PUBLIC SCHOOL,09172000702,Private Unaided Recognized,Upper Primary to Secondary (6–10)
ETAH,OMENDRA KUMAR H.S. SCHOOL,09172000206,Private Unaided Recognized,Upper Primary to Secondary (6–10)
ETAH,RANI A.B.INTER ILLAGE,09172000801,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,S. S . MAYAWATI KANYA INTER COLLEGE,09172000106,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI DATA RAM INTER COLLEGE,09172000409,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI DOONGAR SINGH VIDYA MANDIR INTER COLLEGE,09172000408,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI S. P. S KUSHWAH INTER COLLEGE,09172000410,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,VEERANGANA AVANTI BAI U.M. VIDHYALAYA MAREHARA ETAH,09172001001,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,A.B.M. HIGHER SECONDARY SCHOOL,09170905537,Private Unaided Recognized,Secondary only (9–10)
ETAH,AMAR SHAHID SHRI SORAN SINGH H.S. SCHOOL,09170909008,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,AMIRUDDIN PUBLIC HIGHER SECONDARY SCHOOL,09170910006,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,"BHARTI ADARSH INTER COLLEGE, BASUNDHARA ETAH",09170910208,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,C. V. S. H. S. S KUTUBPUR BANTHAL,09170901904,Private Unaided Recognized,Secondary only (9–10)
ETAH,"C.P.S. Inter College, N. BARI",09170908605,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,D.S.A.S.H.S.,09170903804,Government Aided,Secondary only (9–10)
ETAH,DEV INTER COLLEGE CHOTH MEEL BAMNAI,09170902504,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,DR. PUTTAN KHAN INTER COLLEGE,09170905531,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,DR.Z.H ISLAMIYA INTER COLLEGE,09170905509,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,G.G.I. COLLEGE BAKALPUR,09170906602,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
ETAH,GAYATRI P.P.Y.N. INTER COLLEGE,09170910704,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,09170908304,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
ETAH,GOVERNMENT HSS ADHAPURA,09170900504,Department of Education (Government School),Secondary + Higher Secondary (9–12)
ETAH,GOVERNMENT HSS SHAH BAJPUR,09170907404,Department of Education (Government School),Secondary + Higher Secondary (9–12)
ETAH,GUDDU BHAIYA FAIZAAM HR. SEC. SCHOOL,09170905536,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,JANATA INTER COLLEGE PILUA,09170902909,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,K P SARSWATI SISHU MANDIR MUIDDINPUR NIDHOLI KALAN ETAH,09170900609,Private Unaided Recognized,Secondary only (9–10)
ETAH,K.D.K.R. HR. SEC. SCHOOL,09170904305,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,K.G. SMARAK HIGHER SECONDARY SCHOOL,09170906204,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,L.S. YOGYA HR. SEC. SCHOOL,09170900606,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,M.K.I. INTER COLLEGE,09170904304,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,MAHESH CHANDRA SHRI VIDHYARAM SINGH SMIRATI UCHA MADHMIK VIDHYALAY DHARAMPUR,09170902104,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,P P S S D PUBLIC INTER COLLEGE GOKULPUR BARIGAWAN,09170906102,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,09170907704,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
ETAH,R.B.KANYA INTER COLLEGE,09170905510,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,R.B.S.H.S.S.,09170910103,Private Unaided Recognized,Secondary only (9–10)
ETAH,R.S.S.D. INTERMEDIATE COLLEGE,09170912004,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,RADHA BALLABH H.S.S.,09170907606,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,RADHE KISHAN TIKAM SHREE H.S.S MUHABBATPUR,09170907607,Private Unaided Recognized,Secondary only (9–10)
ETAH,RAJKAMAL UCHA MADHYAMIK VIDHALAYA NAGLA BHURA,09170914302,Private Unaided Recognized,Secondary only (9–10)
ETAH,RAMBETI H.S.S.,09170905005,Private Unaided Recognized,Upper Primary to Secondary (6–10)
ETAH,RAMRAHEEM HR. SEC. SCHOOL,09170905535,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,RANI AVANTI BAI H.S.S GADHWALA,09170902204,Private Unaided Recognized,Secondary only (9–10)
ETAH,RASHTRIYA INTER COLLAGE,09170905523,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,S.A.S JANATA UMV ARJUNPUR HORCHI,09170904705,Private Unaided Recognized,Secondary only (9–10)
ETAH,S.A.S. ISLAMIYA H.S.S.,09170905530,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,S.B.S. HIGHER SEC. SCHOOL,09170903504,Private Unaided Recognized,Secondary only (9–10)
ETAH,S.G.L.H.S.S.,09170912804,Private Unaided Recognized,Secondary only (9–10)
ETAH,S.K.M.S. ADARSH UMV SAILAR AGARA ROAD ETAH,09170909502,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,S.K.S.H.S.S.,09170903805,Private Unaided Recognized,Upper Primary to Secondary (6–10)
ETAH,S.R.S. INTER COLLEGE,09170900805,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,S.V.D.H.S.S. N. SEVA,09170910806,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHANTI SUGHAR SHRI CHHIDDU SINGH SMRTI H.S.S.,09170910705,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHEKHAR PUBLIC HIGH SCHOOL PILUA,09170902910,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SHREE AMRIT SINGH ARYA INTER COLLEGE,09170907906,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,"SHREE JAYCHANDRA SINGH H.S. SCHOOL, HIMMATPUR NASIRPUR, ETAH",09170909707,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI MOHAR SINGH H.S. SCHOOL,09170910207,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI MOHAR SINGH INTER COLLEGE,09170912502,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI MULAYAM SINGH YADAV I.C.,09170907102,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI MULCHAND H.S.V.KANCHANGARHI,09170900702,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI PURAN SINGH H.S.S. NARHOLI,09170903102,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI RAM ADARSH INTER COLLEGE BAMNAI CHAUTHAMIL G.T. ROAD ETAH,09170902505,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI RISHAL SINGH JAYDEVI H.S.S.,09170902703,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI SHANKAR LAL UCHA MADHYAMIK VIDHALAYA PUTHIYA,09170901304,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,SHRI VIKRAM SINGH ARYA H.S. SCHOOL,09170900406,Private Unaided Recognized,Secondary only (9–10)
ETAH,SMT. RAJANSHRI H.S.S.,09170912404,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SMT. RAMDHAKELI INTER COLLEGE,09170908805,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SMT.KAMLA YADAV INTER COLLAGE,09170908303,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SRI A.S. HER SEC.SCHOOL,09170911902,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI KOMAL SINGH INTER COLLAGE,09170909702,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,SRI RUPENDRA SINGH SECONDARY SCHOOL,09170909009,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SRI SHANKAR SINGH HSS SHERPUR NIDHAULI KALAN,09170901906,Private Unaided Recognized,Secondary only (9–10)
ETAH,SRI SUBEDAR SINGH H.S.V SABHAPUR,09170905203,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SRI SURAJ SINGH INTER COLLEGE NAVALI VISHUNPUR,09170911303,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,ST. ANDREWS PUBLIC HR. SEC. SCHOOL,09170913502,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SWAMI NEKANAND INTER COLLEGE,09170900405,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,ULFATRAY INTER COLLEGE KHERA,09170911704,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,VIRANGANA ABANTI BAI INTER COLLEGE,09170902603,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,ADARSH INTER COLLAGE,09171215301,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,ADARSH JLCM INTER COLLEGE GHUTLAI ETAH,09171206504,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,BRIGHTLAND PUBLIC SCHOOL NIDHAULI KHURD,09171209408,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,"CH. B.R.S. Inter college, Mubarikpur, Sakeet",09171206602,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,CH. L.S.HR. S.S.,09171200604,Private Unaided Recognized,Secondary only (9–10)
ETAH,CH.B.S.S.INTER COLLEGE,09171200116,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,CHAUDHARI AMIR SINGH HSS NANDPUR ROAD SAKIT,09171204007,Private Unaided Recognized,Secondary only (9–10)
ETAH,D.A.V. INTER COLLEGE SAKEET,09171200113,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,D.K. PUBLIC SCHOOL ASPUR ETAH,09171202210,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,"DELHI PUBLIC SCHOOL, ETAH, 5 KM STONE, SHIKOHABAD ROAD ETAH",09171209409,Private Unaided Recognized,Primary to Higher Secondary (1–12)
ETAH,DR. BHARAT SINGH H.S.S.,09171213403,Private Unaided Recognized,Secondary only (9–10)
ETAH,ETAH PUBLIC INTER COLLEGE HIRAPUR,09171209505,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,"GOVT. HIGH SCHOOL, RIJOR",09171203106,Department of Education (Government School),Secondary + Higher Secondary (9–12)
ETAH,GYANODAY INTER COLLEGE SAKEET,09171218301,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,JANTA HIGHER SECONDARY SCHOOL,09171202305,Government Aided,Secondary only (9–10)
ETAH,JANTA HR.SEC.,09171200117,Private Unaided Recognized,Secondary only (9–10)
ETAH,K.L.S. HR. SEC. SCHOOL,09171209405,Private Unaided Recognized,Secondary only (9–10)
ETAH,KR. MANOHAR SINGH INTER COLLEGE,09171202602,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,KU. MAHENDRA SINGH UPS MAHEDRA NAGR SAKEET,09171200121,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,L.S.H.S.S.,09171204804,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,M.G.INTERNATIONAL SCHOOL KAWAR ETAH,09171206007,Private Unaided Recognized,Upper Primary to Secondary (6–10)
ETAH,"MAA GAYATRI H.S.S., CHAPRAI",09171205003,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,MAA SHARDY H.S.SCHOOL,09171208305,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,MAHARAJ SINGH UMV SEINA KALAN,09171211205,Private Unaided Recognized,Secondary only (9–10)
ETAH,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,09171207019,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
ETAH,"PRABHAT KIRAN H.S.S., KUWARPUR",09171208307,Private Unaided Recognized,Secondary only (9–10)
ETAH,R.K.S.H.S. SCHOOL,09171207013,Private Unaided Recognized,Secondary only (9–10)
ETAH,R.N.U.M.V.HAIDARPUR,09171209902,Private Unaided Recognized,Secondary only (9–10)
ETAH,S.M.M.D.H.S.S.,09171212603,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,S.N. INTER COLLEGE,09171203204,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,"S.P.L. INTER COLLEGE, DAULATPUR, ETAH",09171211504,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,S.R.H.S.SCHOOL RAM NAGAR RIJOR ETAH,09171213302,Private Unaided Recognized,Secondary only (9–10)
ETAH,SARVODAY INTER COLLAGE,09171210703,Government Aided,Upper Primary to Higher Secondary (6–12)
ETAH,SBRYS HR. SEC. SCHOOL,09171207409,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,"SHAHEED ARAM SINGH INTER COLLEGE KHARAGPUR, SAKEET",09171204604,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHREE SARVENDRA SINGH INTER COLLEGE ONCHA ROAD PRABHA NAGAR SAKEET,09171200123,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI ADARSH RAMBEL BARTHI H.S.S.,09171212604,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SHRI BABOO RAM H.S.S.,09171204707,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI CHARAN SINGH HIGHER SECONDARY SCHOOL,09171212605,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI JAWAHAR LAL NEHRUSH H.S.SCHOOL,09171206006,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SHRI JIVARAM BATASODEVI HSS RIJOR ETAH,09171203108,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI KHUSHIRAM ADARSH H.S. SCHOOL,09171217206,Private Unaided Recognized,Secondary only (9–10)
ETAH,SHRI P.LA. I/C,09171208703,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
ETAH,SHRI P.P.S.INTER COLLEGE SAKEET.ROAD ETAH,09171216302,Private Unaided Recognized,Upper Primary + Secondary (6–10)
ETAH,SHRI PRATAP SINGH HIGHER SECONDARY SCHOOL,09171217304,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
ETAH,SHRI RAM GOVIND H.S.S.,09171211904,Private Unaided Recognized,Secondary only (9–10)
