school_id,school_name,district,block,School_Type,Class_Range_Label,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Overall_Growth_pct,Trend_Tag,Stability_Label,CV_Pct,Girls_Ratio_Current,Girls_Growth_Pct,Boys_Growth_Pct,Girls_Imbalance_Flag,Girls_Declining_Flag,Avg_Continuity_Current,Low_Continuity_Flag,Weak_Continuity_Flag,Enroll_Gap_Current,Enroll_Pattern_Tag,Risk_Score,Risk_Level,Decline_flag,Severe_Decline_flag,Low_Continuity_flag,Wide_Enroll_Spread_flag,Low_Enrollment_flag,Volatile_flag,Girls_Decline_flag,Gender_Imbalance_flag,Small_School_flag,Gender_Driver,Class_Driver,Growth_Pattern_Tag,Model_School_Flag,Primary_Reason,Confidence_Level,All_Reasons_Detected,Potential_Score,Potential_Tag,Investment_Worthy,Girls_Progression_pct,Cont_C8_C9_pct,Weakest_Step,C10_C11_Trend,Ladder_Tag,Recovery_Pattern,Recovery_Strength,Had_Decline,Size_Tag,Size_Trend,Closure_Risk_Score,Closure_Risk_Tag,Active_Alerts,Max_Alert_Severity,Alert_Count
9470907604,GOVERNMENT HIGHER SECONDARY,FAIZABAD,RUDAULI,Senior_Secondary,9-12,93.0,119.0,107,99,6.45,Peaked,Moderate,10.76,0.485,-17.24,45.71,Yes,Yes,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,,,,False,,,,1,Low Potential,False,0.0,2800000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Weak,True,Small School,Fluctuating,1,Monitor,GIRLS ENROLLMENT DROP,HIGH,1
9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,FAIZABAD,RUDAULI,Senior_Secondary,9-12,125.0,130.0,138,187,49.6,Consistent Growth,Volatile,19.66,0.738,25.45,226.67,Yes,No,206.05,No,No,,Narrow Spread,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True,,,,2,Medium Potential,False,0.0,7300000.0,C10-C11,Stable,Secondary School Only,No Recovery Needed,Strong,False,Small School,Growing,1,Monitor,,,0
9471004907,G.G.I.C. SALONIYA SOHAWAL,FAIZABAD,SOHAWAL,Middle_to_Higher,6-12,248.0,253.0,260,239,-3.63,Peaked,Stable,3.53,1.0,-3.63,,No,Yes,206.05,No,No,-480.0,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,Yes,No,No,,,,False,,,,1,Low Potential,False,579.9,709.9,C10-C11,Stable,Class 10-11 Enrollment Gap,Still Declining,No Recovery,True,Medium School,Fluctuating,0,Safe,,,0
9471003511,GOVERNMENT HIGH SCHOOL SOURI,FAIZABAD,SOHAWAL,Senior_Secondary,9-12,34.0,36.0,42,66,94.12,Consistent Growth,Volatile,33.1,0.485,23.08,325.0,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,1900000.0,C10-C11,Stable,Secondary School Only,No Recovery Needed,Strong,False,Small School,Growing,1,Monitor,,,0
9471101610,G . G . H . S . SCHOOL,FAIZABAD,TARUN,Middle_to_Secondary,6-10,62.0,38.0,37,23,-62.9,Consistent Decline,Volatile,40.48,1.0,-62.9,,No,Yes,206.05,No,No,,Narrow Spread,10,HIGH RISK,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,,,False,Undetermined,LOW,Undetermined,0,Low Potential,False,1300000.0,200000.0,C9-C10,More Girls Enrolling in C11,Strong Enrollment,Still Declining,No Recovery,True,Micro School,Getting Smaller,4,Critical,4-YEAR ENROLLMENT DECLINE; ENROLLMENT CRASH; GIRLS ENROLLMENT CRASH; MICRO SCHOOL; MULTI-RISK ENROLLMENT,CRITICAL,5
9290401204,RAJKIY BALIKA UMV,FARRUKHABAD,KAMALGANJ,Senior_Secondary,9-12,70.0,65.0,71,80,14.29,Recovery,Moderate,8.73,0.625,11.11,20.0,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,,,,2,Medium Potential,False,0.0,3100000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9290807807,RAJKEY UCHHTTAR MADHYAMIK VID VIHAR,FARRUKHABAD,MOHAMDABAD,Senior_Secondary,9-12,85.0,81.0,73,99,16.47,Recovery,Moderate,12.88,0.566,51.35,-10.42,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False,,,,3,Medium Potential,True,0.0,3400000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9290703803,RAJKEY BALIKA INTER COLLEGE FATEHGARH,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,1584.0,1561.0,1395,1262,-20.33,Consistent Decline,Moderate,10.43,1.0,-20.33,,No,Yes,206.05,No,No,-193.75,Narrow Spread,6,HIGH RISK,Yes,Yes,No,No,No,No,Yes,No,No,,,,False,Undetermined,LOW,Undetermined,0,Low Potential,False,293.7,251.8,C10-C11,Stable,Strong Enrollment,Still Declining,No Recovery,True,Large School,Getting Smaller,2,At Risk,4-YEAR ENROLLMENT DECLINE,HIGH,1
9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,401.0,368.0,383,390,-2.74,Recovery,Stable,3.58,0.0,,-2.74,Yes,No,206.05,No,No,-15.56,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,0,Low Potential,False,,,,No Girls Data,No Girls Data,Strong Recovery,Weak,True,Medium School,Fluctuating,0,Safe,GENDER DESERT,HIGH,1
9290705325,RAJKEY INTER COLLEGE FATEHGARH,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,881.0,631.0,521,503,-42.91,Consistent Decline,Volatile,27.46,0.0,,-42.91,Yes,No,206.05,No,No,-224.39,Narrow Spread,7,HIGH RISK,Yes,Yes,No,No,No,Yes,No,Yes,No,,,,False,Undetermined,LOW,Undetermined,0,Low Potential,False,,,,No Girls Data,No Girls Data,Still Declining,No Recovery,True,Large School,Getting Smaller,2,At Risk,4-YEAR ENROLLMENT DECLINE; GENDER DESERT,HIGH,2
9290306206,RAM DARSHANI RAJKEEYA INTER COLLEGE,FARRUKHABAD,NAWABGANJ,Middle_to_Higher,6-12,572.0,577.0,589,522,-8.74,Peaked,Moderate,5.23,0.487,2.83,-17.54,Yes,No,206.05,No,No,-78.18,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",1,Low Potential,False,270.0,350.0,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap,Still Declining,No Recovery,True,Large School,Fluctuating,0,Safe,ENROLLMENT DECLINE,HIGH,1
9290505705,"Pt Deendayal Upadhyay Govt Model Inter College, Kankapur",FARRUKHABAD,RAJE PUR,Middle_to_Higher,6-12,172.0,174.0,202,209,21.51,Consistent Growth,Moderate,10.04,0.517,20.0,23.17,Yes,No,206.05,No,No,-566.67,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,Balanced,Upper_Class_Growth,Balanced Upper Class Growth,True,,,,2,Medium Potential,False,1099.5,1049.5,C10-C11,More Girls Enrolling in C11,Moderate Enrollment,No Recovery Needed,Strong,False,Medium School,Growing,0,Safe,,,0
9290508608,RAJKIYA BALIKA INTER COLLEGE RAJEPUR,FARRUKHABAD,RAJE PUR,Middle_to_Higher,6-12,281.0,382.0,416,479,70.46,Consistent Growth,Volatile,21.25,1.0,70.46,,No,No,206.05,No,No,-208.0,Narrow Spread,1,LOW RISK,No,No,No,No,No,Yes,No,No,No,Undetermined,Lower_Class_Growth,Undetermined Lower Class Growth,False,,,,2,Medium Potential,False,308.0,664.0,C9-C10,More Girls Enrolling in C11,Multiple Enrollment Gaps,No Recovery Needed,Strong,False,Medium School,Growing,0,Safe,,,0
9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,FARRUKHABAD,RAJE PUR,Senior_Secondary,9-12,86.0,91.0,85,96,11.63,Volatile,Moderate,5.66,0.458,15.79,8.33,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,,,,3,Medium Potential,True,0.0,2500000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Moderate,True,Small School,Fluctuating,1,Monitor,,,0
9290209907,Pt Deendayal Upadhyay Govt Model Inter College Roshanabad,FARRUKHABAD,SHAMSABAD,Middle_to_Higher,6-12,603.0,511.0,552,491,-18.57,Volatile,Moderate,9.18,0.527,-15.64,-21.62,Yes,Yes,206.05,No,No,-95.35,Narrow Spread,4,MEDIUM RISK,No,Yes,No,No,No,No,Yes,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",1,Low Potential,False,252.6,321.0,C10-C11,More Girls Enrolling in C11,Moderate Enrollment,Still Declining,No Recovery,True,Medium School,Fluctuating,0,Safe,ENROLLMENT DECLINE; GIRLS ENROLLMENT DROP,HIGH,2
9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,FATEHPUR,AIRAYAN,Middle_to_Higher,6-12,462.0,493.0,517,490,6.06,Peaked,Stable,4.59,0.431,15.3,0.0,Yes,No,206.05,No,No,-143.75,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,2,Medium Potential,False,285.0,260.0,C10-C11,More Girls Enrolling in C11,Class 10-11 Enrollment Gap,Full Recovery,Weak,True,Medium School,Fluctuating,0,Safe,,,0
9421003603,RAJKIYE U.M.V. IJURA KHURD,FATEHPUR,AIRAYAN,Senior_Secondary,9-12,75.0,54.0,34,40,-46.67,Recovery,Volatile,35.88,0.475,-50.0,-43.24,Yes,Yes,206.05,No,No,,Narrow Spread,8,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",1,Low Potential,False,0.0,1000000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Moderate,True,Very Small,Fluctuating,3,High Risk,,,0
9420201204,RAJKIY UMV BABAI,FATEHPUR,AMAULI,Senior_Secondary,9-12,32.0,28.0,37,56,75.0,Recovery,Volatile,32.39,0.554,72.22,78.57,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,1800000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9420201905,RAJKIYE H.S.BAMTHARA,FATEHPUR,AMAULI,Senior_Secondary,9-12,24.0,7.0,30,50,108.33,Recovery,Volatile,63.96,0.52,136.36,84.62,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False,,,,3,Medium Potential,True,0.0,1500000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Very Small,Fluctuating,1,Monitor,,,0
9420208603,RAJKIYE U.M.V.RITHWA,FATEHPUR,AMAULI,Senior_Secondary,9-12,36.0,23.0,31,31,-13.89,Volatile,Volatile,17.79,0.581,12.5,-35.0,Yes,No,206.05,No,No,,Narrow Spread,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,Yes,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",1,Low Potential,False,0.0,1000000.0,C10-C11,Stable,Secondary School Only,Volatile,Strong,True,Very Small,Fluctuating,2,At Risk,,,0
9420900402,RAJKIYA U.M.V.ADAMPUR SAIBSI,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,17.0,29.0,25,20,17.65,Peaked,Volatile,23.38,0.8,60.0,-42.86,No,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,No,Yes,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,700000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Moderate,True,Micro School,Fluctuating,2,At Risk,ENROLLMENT DECLINE; GIRLS ENROLLMENT CRASH; MICRO SCHOOL,CRITICAL,3
9420901704,RAJKIYE H.S.DEVLAN,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,73.0,67.0,73,73,0.0,Volatile,Stable,4.2,0.493,-7.69,8.82,Yes,Yes,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,,,,False,,,,0,Low Potential,False,0.0,1400000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Weak,True,Small School,Fluctuating,1,Monitor,,,0
9420903008,RAJKIYE U M V KORRA KANAK,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,80.0,50.0,66,103,28.75,Recovery,Volatile,30.06,0.544,9.8,62.07,Yes,No,206.05,No,No,,Narrow Spread,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True,,,,2,Medium Potential,False,0.0,3200000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9420905205,RAJKIYE UCHHTAR MADHYAMIK VIDALAY SARKANDI ASOTHER,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,48.0,37.0,32,43,-10.42,Recovery,Volatile,17.45,0.791,13.33,-50.0,Yes,No,206.05,No,No,,Narrow Spread,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,Yes,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",2,Medium Potential,False,0.0,2400000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Strong,True,Very Small,Fluctuating,2,At Risk,,,0
9420700923,Pt Deendayal Upadhyay Govt Model Inter College Bahua,FATEHPUR,BAHUA,Middle_to_Higher,6-12,577.0,522.0,470,507,-12.13,Recovery,Moderate,8.56,0.432,22.35,-27.64,Yes,No,206.05,No,No,-906.67,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,Economic/Child Labour,MEDIUM,Economic/Child Labour,3,Medium Potential,False,1279.7,759.8,C11-C12,More Girls Enrolling in C11,Strong Enrollment,Late Recovery,Weak,True,Large School,Fluctuating,0,Safe,,,0
9420705004,RAJKIYE H.S.MAHNA,FATEHPUR,BAHUA,Senior_Secondary,9-12,35.0,19.0,30,23,-34.29,Volatile,Volatile,26.69,0.609,-44.0,-10.0,Yes,Yes,206.05,No,No,,Narrow Spread,8,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,False,Social/Gender Barrier,HIGH,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",0,Low Potential,False,0.0,100000.0,C10-C11,Stable,Secondary School Only,Still Declining,Strong,True,Micro School,Fluctuating,3,High Risk,ENROLLMENT CRASH; GIRLS ENROLLMENT CRASH; MICRO SCHOOL; MULTI-RISK ENROLLMENT,CRITICAL,4
9420701603,RAJKIYE U M V BIJHAULI,FATEHPUR,BAHUA,Senior_Secondary,9-12,78.0,61.0,77,85,8.97,Recovery,Moderate,13.48,0.6,-7.27,47.83,Yes,Yes,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,,,,False,,,,2,Medium Potential,False,0.0,2900000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9420706802,RAJKIYE U M V CHAK QUAZIPUR,FATEHPUR,BAHUA,Senior_Secondary,9-12,61.0,73.0,109,129,111.48,Consistent Growth,Volatile,33.87,0.628,153.12,65.52,Yes,No,206.05,No,No,,Narrow Spread,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True,,,,3,Medium Potential,True,0.0,3800000.0,C10-C11,Stable,Secondary School Only,No Recovery Needed,Strong,False,Small School,Growing,1,Monitor,,,0
9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,FATEHPUR,BHITAURA,Middle_to_Higher,6-12,232.0,230.0,316,308,32.76,Volatile,Volatile,17.27,0.445,11.38,56.88,Yes,No,206.05,No,No,-6800.0,Narrow Spread,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,Boys-Led,Lower_Class_Growth,Boys-Led Lower Class Growth,True,,,,1,Low Potential,False,2900000.0,3900000.0,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap,Full Recovery,Strong,True,Medium School,Fluctuating,0,Safe,,,0
9420603924,RAJKIYE BALIKA I.C.HUSAINGANJ,FATEHPUR,BHITAURA,Middle_to_Secondary,6-10,191.0,245.0,246,267,39.79,Consistent Growth,Moderate,13.68,1.0,39.79,,No,No,206.05,No,No,,Narrow Spread,0,LOW RISK,No,No,No,No,No,No,No,No,No,Undetermined,Upper_Class_Growth,Undetermined Upper Class Growth,False,,,,3,Medium Potential,True,6200000.0,7700000.0,C9-C10,More Girls Enrolling in C11,Strong Enrollment,No Recovery Needed,Strong,False,Medium School,Growing,0,Safe,,,0
9420610905,RAJKIYE U.M.V.UDAI SARAI,FATEHPUR,BHITAURA,Senior_Secondary,9-12,173.0,184.0,185,201,16.18,Consistent Growth,Moderate,6.21,0.498,8.7,24.69,Yes,No,206.05,No,No,,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,5400000.0,C10-C11,Stable,Secondary School Only,No Recovery Needed,Moderate,False,Medium School,Growing,1,Monitor,,,0
9420106903,RAJKIYE U M V PAHARIPUR,FATEHPUR,DEOMAI,Senior_Secondary,9-12,57.0,52.0,49,73,28.07,Recovery,Volatile,18.51,0.493,5.88,60.87,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,2200000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9420101103,Rajkiy uchtar madyamik vidyalya bijauli,FATEHPUR,DEOMAI,Senior_Secondary,9-12,78.0,59.0,58,70,-10.26,Recovery,Moderate,14.4,0.529,-15.91,-2.94,Yes,Yes,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,No,Yes,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",1,Low Potential,False,0.0,2500000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9421300402,RAJKIYE U M V ARIYE,FATEHPUR,DHATA,Senior_Secondary,9-12,37.0,31.0,42,65,75.68,Recovery,Volatile,33.97,0.385,-3.85,263.64,Yes,Yes,206.05,No,No,,Narrow Spread,5,MEDIUM RISK,No,No,No,No,Yes,Yes,Yes,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,1300000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9421304906,RAJKIYE U.M.VIDAYALAYA KOAT,FATEHPUR,DHATA,Senior_Secondary,9-12,65.0,56.0,63,76,16.92,Recovery,Moderate,12.75,0.658,51.52,-18.75,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False,,,,3,Medium Potential,True,0.0,2900000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9421306804,RAJKIYE U.M.VIDAYALAYA RUHELLAPUR,FATEHPUR,DHATA,Senior_Secondary,9-12,43.0,68.0,89,91,111.63,Consistent Growth,Volatile,30.79,0.516,135.0,91.3,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,2200000.0,C10-C11,Stable,Secondary School Only,No Recovery Needed,Strong,False,Small School,Growing,1,Monitor,,,0
9420801105,Pt Deendayal Upadhyay Govt Model Inter College Daniyalpur,FATEHPUR,HASAWA,Middle_to_Higher,6-12,445.0,454.0,442,494,11.01,Volatile,Moderate,5.24,0.577,8.78,14.21,Yes,No,206.05,No,No,-94.34,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,2,Medium Potential,False,207.1,278.6,C10-C11,More Girls Enrolling in C11,Moderate Enrollment,Full Recovery,Moderate,True,Medium School,Fluctuating,0,Safe,,,0
9420802509,RAJKIYE U M V KUSUMBHI,FATEHPUR,HASAWA,Senior_Secondary,9-12,54.0,50.0,48,62,14.81,Recovery,Moderate,11.57,0.677,16.67,11.11,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,,,,3,Medium Potential,True,0.0,2100000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9420805605,RAJKIYE U M V TEEKAR,FATEHPUR,HASAWA,Senior_Secondary,9-12,114.0,91.0,94,122,7.02,Recovery,Moderate,14.38,0.5,-6.15,24.49,Yes,Yes,206.05,No,No,,Narrow Spread,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,,,,False,,,,2,Medium Potential,False,0.0,3300000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9420801505,RAJKIYE U.M.VIDAYALAYA EKARI,FATEHPUR,HASAWA,Senior_Secondary,9-12,75.0,54.0,70,103,37.33,Recovery,Volatile,27.02,0.515,-10.17,212.5,Yes,Yes,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,No,Yes,Yes,Yes,No,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,2500000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9421201105,PT.DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AMILIHAPAL,FATEHPUR,HATHGAOM,Middle_to_Higher,6-12,266.0,297.0,362,436,63.91,Consistent Growth,Volatile,22.14,0.495,53.19,76.0,Yes,No,206.05,No,No,-20.27,Narrow Spread,2,LOW RISK,No,No,No,No,No,Yes,No,Yes,No,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True,,,,2,Medium Potential,False,133.3,154.5,C10-C11,Fewer Girls Enrolling in C11,Class 10-11 Enrollment Gap,No Recovery Needed,Strong,False,Medium School,Growing,0,Safe,,,0
9421207004,RAJKIYE U M V MOHAMMADABAD,FATEHPUR,HATHGAOM,Senior_Secondary,9-12,100.0,81.0,81,103,3.0,Recovery,Moderate,13.04,0.447,-8.0,14.0,Yes,Yes,206.05,No,No,,Narrow Spread,2,LOW RISK,No,No,No,No,No,No,Yes,Yes,No,,,,False,,,,2,Medium Potential,False,0.0,2400000.0,C10-C11,Stable,Secondary School Only,Full Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9421200704,RAJKIYE U.M.VIDAYALAYE AKBARPUR CHAURAI,FATEHPUR,HATHGAOM,Senior_Secondary,9-12,238.0,217.0,215,273,14.71,Recovery,Moderate,11.42,0.604,15.38,13.68,Yes,No,206.05,No,No,,Narrow Spread,1,LOW RISK,No,No,No,No,No,No,No,Yes,No,,,,False,,,,3,Medium Potential,True,0.0,10000000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Strong,True,Medium School,Fluctuating,1,Monitor,,,0
9420309505,GOV HIGHSCHOOOL SIJAULI FATEHPUR,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,19.0,15.0,26,34,78.95,Recovery,Volatile,35.53,0.353,9.09,175.0,Yes,No,206.05,No,No,,Narrow Spread,5,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,Yes,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False,,,,2,Medium Potential,False,0.0,700000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Very Small,Fluctuating,2,At Risk,,,0
9420300108,RAJKIYE U M V AJMATPUR,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,148.0,107.0,84,87,-41.22,Recovery,Volatile,27.69,0.552,-39.24,-43.48,Yes,Yes,206.05,No,No,,Narrow Spread,7,HIGH RISK,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",1,Low Potential,False,0.0,2500000.0,C10-C11,Stable,Secondary School Only,Late Recovery,Weak,True,Small School,Fluctuating,2,At Risk,,,0
9420303007,RAJKIYE U M V LALPUR DARAUTA,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,78.0,63.0,68,73,-6.41,Recovery,Moderate,9.15,0.548,21.21,-26.67,Yes,No,206.05,No,No,,Narrow Spread,3,MEDIUM RISK,No,No,No,No,Yes,No,No,Yes,No,,,,False,Higher Education Transition Issue,HIGH,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",2,Medium Potential,False,0.0,1600000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Moderate,True,Small School,Fluctuating,1,Monitor,GIRLS ENROLLMENT DROP,HIGH,1
9420413105,GOV. HIGHER SECOUNDRY SCHOOL LAHANGI,FATEHPUR,MALAWAN,Senior_Secondary,9-12,34.0,28.0,34,55,61.76,Recovery,Volatile,31.36,0.582,77.78,43.75,Yes,No,206.05,No,No,,Narrow Spread,4,MEDIUM RISK,No,No,No,No,Yes,Yes,No,Yes,No,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False,,,,3,Medium Potential,True,0.0,1200000.0,C10-C11,Stable,Secondary School Only,Strong Recovery,Strong,True,Small School,Fluctuating,1,Monitor,,,0
9420410514,GOVT. H.S SCHOOL DEEGH,FATEHPUR,MALAWAN,Senior_Secondary,9-12,75.0,62.0,68,56,-25.33,Volatile,Moderate,12.48,0.625,-30.0,-16.0,Yes,Yes,206.05,No,No,,Narrow Spread,6,HIGH RISK,No,Yes,No,No,Yes,No,Yes,Yes,No,,,,False,Social/Gender Barrier,HIGH,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",0,Low Potential,False,0.0,1200000.0,C10-C11,Stable,Secondary School Only,Still Declining,No Recovery,True,Small School,Fluctuating,2,At Risk,ENROLLMENT DECLINE; GIRLS ENROLLMENT CRASH,CRITICAL,2
