school_id,school_name,district,block,School_Type,Class_Range_Label,Enroll_Gap_Current,Enroll_Gap_Base,Enroll_Gap_Change,Enroll_Pattern_Tag
9410205101,GOVT. HIGH SCHOOL GAUHANI,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,,,,Narrow Spread
9410203801,GOVT. HIGH SCHOOL MAMSI BUJURGA,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,,,,Narrow Spread
9410202505,GOVT. HIGH SCHOOL MIRJAPUR,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,,,,Narrow Spread
9410206505,GOVT. HIGH SCHOOL NONAR,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,,,,Narrow Spread
9410202404,GOVT. HIGH SCHOOL SURSEN,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,,,,Narrow Spread
9410205407,RAJKIYA KANYA UCHCHATAR MADHYAMIK VIDYALYA GANEEWA CHITRAKOOT,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,,,,Narrow Spread
9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,CHITRAKOOT,PAHADI,Secondary_Only,9-10,100.0,100.0,0.0,Wide Spread
9410403909,G.G.I.C. RAJAPUR,CHITRAKOOT,RAM NAGAR,Full_School,1-12,-127.69,-105.66,-22.03,Narrow Spread
9410401803,GOVT. HIGH SCHOOL SIRAWAL,CHITRAKOOT,RAM NAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9601701602,R.U.M.V. BADKA GAON,DEORIA,BARAHAJ,Senior_Secondary,9-12,,,,Narrow Spread
9601703905,RAJKIY U.M.V.LABAKANI GANGA,DEORIA,BARAHAJ,Senior_Secondary,9-12,,,,Narrow Spread
9601704611,RAJKIYA UMV PAINA,DEORIA,BARAHAJ,Senior_Secondary,9-12,,,,Narrow Spread
9600803917,RAJIYA U.M.V.BHARHE CHAURA,DEORIA,BHATNI,Senior_Secondary,9-12,,,,Narrow Spread
9601502902,GOVERMENT INTER COLLEGE DEORIA,DEORIA,DEORIA NAGAR KSHETRA,Middle_to_Higher,6-12,-116.92,-64.52,-52.4,Narrow Spread
9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,DEORIA,DEORIA NAGAR KSHETRA,Middle_to_Higher,6-12,-546.67,-228.57,-318.1,Narrow Spread
9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,DEORIA,DESAHI DEORIA,Middle_to_Higher,6-12,-1077.78,,,Narrow Spread
9600108705,G.G.H.S. SCHOOL INDUPUR,DEORIA,GAURI BAZAR,Middle_to_Secondary,6-10,,,,Narrow Spread
9600102903,RAJKIY U.M.V.BAGAPAR,DEORIA,GAURI BAZAR,Senior_Secondary,9-12,,,,Narrow Spread
9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,DEORIA,GAURI BAZAR,Senior_Secondary,9-12,,,,Narrow Spread
9601404204,RAJKIY U.M.V.KUNDAULI,DEORIA,LAR,Senior_Secondary,9-12,,,,Narrow Spread
9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,DEORIA,PATTHRDEVA,Senior_Secondary,9-12,,,,Narrow Spread
9600503804,R .UMV RAMPUR MAHUARI,DEORIA,PATTHRDEVA,Senior_Secondary,9-12,,,,Narrow Spread
9600706504,RAJKIY U.M.V.SILHATA,DEORIA,RUDRAPUR,Senior_Secondary,9-12,,,,Narrow Spread
9600701103,RAJKIYA U.M.V.GONAH SURTPURA,DEORIA,RUDRAPUR,Senior_Secondary,9-12,,,,Narrow Spread
9600700903,RAJKIYA U.M.V.NAKAEL,DEORIA,RUDRAPUR,Senior_Secondary,9-12,,,,Narrow Spread
9600405612,GOVT. G. INTER COLLEGE,DEORIA,SALIMPUR,Middle_to_Higher,6-12,100.0,-150.0,250.0,Wide Spread
9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,ETAH,ALIGANJ,Middle_to_Higher,6-12,-161.36,-155.0,-6.36,Narrow Spread
9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,ETAH,ALIGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,ETAH,ALIGANJ,Middle_to_Higher,6-12,-70.0,33.33,-103.33,Narrow Spread
9170306407,GOVERNMENT HSS KUSAWA,ETAH,AWAGARH,Senior_Secondary,9-12,,,,Narrow Spread
9170307510,"GOVT. HIGH SCHOOL, KUSET",ETAH,AWAGARH,Senior_Secondary,9-12,,,,Narrow Spread
9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,ETAH,AWAGARH,Middle_to_Higher,6-12,-52.0,18.52,-70.52,Narrow Spread
9171602102,GOV. GIRLS INTER COLEEGE ETAH,ETAH,ETAH (URBAN),Full_School,1-12,-625.0,-179.75,-445.25,Narrow Spread
9171602303,GOV. INTER COLLEGE ETAH,ETAH,ETAH (URBAN),Middle_to_Higher,6-12,-447.62,-369.23,-78.39,Narrow Spread
9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,ETAH,JAITHARA,Senior_Secondary,9-12,,,,Narrow Spread
9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,ETAH,JAITHARA,Middle_to_Higher,6-12,37.5,,,Wide Spread
9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,ETAH,JAITHARA,Middle_to_Higher,6-12,-127.27,100.0,-227.27,Narrow Spread
9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,ETAH,JALESAR,Senior_Secondary,9-12,,,,Narrow Spread
9171801702,RAJKIYA BALIKA INTER COLLAGE,ETAH,JALESAR (URBAN),Middle_to_Higher,6-12,-338.3,-172.73,-165.57,Narrow Spread
9170807903,GOVT H.S NAGLA MANDHATI (SARNU),ETAH,MARHARA,Senior_Secondary,9-12,,,,Narrow Spread
9170806803,GOVT H.S.V ALAMPUR,ETAH,MARHARA,Senior_Secondary,9-12,,,,Narrow Spread
9170906602,G.G.I. COLLEGE BAKALPUR,ETAH,NIDHAULI KALAN,Middle_to_Higher,6-12,-186.96,-15.38,-171.58,Narrow Spread
9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,ETAH,NIDHAULI KALAN,Middle_to_Higher,6-12,-228.57,42.86,-271.43,Narrow Spread
9170900504,GOVERNMENT HSS ADHAPURA,ETAH,NIDHAULI KALAN,Senior_Secondary,9-12,,,,Narrow Spread
9170907404,GOVERNMENT HSS SHAH BAJPUR,ETAH,NIDHAULI KALAN,Senior_Secondary,9-12,,,,Narrow Spread
9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,ETAH,NIDHAULI KALAN,Middle_to_Higher,6-12,-93.1,93.33,-186.43,Narrow Spread
9171203106,"GOVT. HIGH SCHOOL, RIJOR",ETAH,SAKEET,Senior_Secondary,9-12,,,,Narrow Spread
9171207019,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,ETAH,SAKEET,Middle_to_Higher,6-12,-387.5,-450.0,62.5,Narrow Spread
9171314101,GOV.GIRLS INTER COLLEGE,ETAH,SHEETAL PUR,Full_School,1-12,50.0,19.05,30.95,Wide Spread
9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,ETAH,SHEETAL PUR,Senior_Secondary,9-12,,,,Narrow Spread
9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,ETAH,SHEETAL PUR,Middle_to_Higher,6-12,-38.1,-78.26,40.16,Narrow Spread
9310500108,GOVT GIRLS INTER COLLEGE UDDI,ETAWAH,BARHPURA,Middle_to_Secondary,6-10,,,,Narrow Spread
9310702406,GOVT UMV SAMASPURA ETAWA,ETAWAH,BHARTHANA,Senior_Secondary,9-12,,,,Narrow Spread
9310800118,GOVT HIGH SCHOOL KANDESI DHAR,ETAWAH,CHAKARNAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9310800130,GOVT UMV IMLIA,ETAWAH,CHAKARNAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9310800120,GOVT UPS JAUNANI,ETAWAH,CHAKARNAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9310805804,GOVT.  INTER COLLEGE SINDAUS,ETAWAH,CHAKARNAGAR,Middle_to_Higher,6-12,-84.21,-400.0,315.79,Narrow Spread
9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,ETAWAH,CHAKARNAGAR,Middle_to_Secondary,6-10,,,,Narrow Spread
9310804607,GOVT. HIGHER SECONDARY SCHOOL,ETAWAH,CHAKARNAGAR,Middle_to_Higher,6-12,-375.0,-446.67,71.67,Narrow Spread
9310903242,GOVT INTER COLLEGE ETAWAH,ETAWAH,ETAWAH NAGAR CHETRA,Middle_to_Higher,6-12,-797.37,-832.56,35.19,Narrow Spread
9310907904,GOVT. GIRLS INTER COLLEGE,ETAWAH,ETAWAH NAGAR CHETRA,Full_School,1-12,-706.25,-353.76,-352.49,Narrow Spread
9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,ETAWAH,JASWANT NAGAR,Middle_to_Higher,6-12,-1812.5,-1728.57,-83.93,Narrow Spread
9310410923,GOVT INTER COLLEGE DHARWAR ETAWAH,ETAWAH,JASWANT NAGAR,Middle_to_Secondary,6-10,,,,Narrow Spread
9310410925,GOVT UPS BAUTH,ETAWAH,JASWANT NAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9310410926,GOVT UPS BIBAMAU,ETAWAH,JASWANT NAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,ETAWAH,JASWANT NAGAR,Senior_Secondary,9-12,,,,Narrow Spread
9310201706,GOVT UMV LUDHIYANI,ETAWAH,MAHEWA,Senior_Secondary,9-12,,,,Narrow Spread
9310601706,AMITAB BACHCHAN GOVT. INTER COLLEGE SAIFAI,ETAWAH,SAIFAI,Middle_to_Higher,6-12,,,,Narrow Spread
9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,ETAWAH,SAIFAI,Middle_to_Higher,6-12,-423.08,-476.92,53.84,Narrow Spread
9310601708,GOVT UPS HARCHANDERPUR,ETAWAH,SAIFAI,Senior_Secondary,9-12,,,,Narrow Spread
9310601707,GOVT UPS NAGARIYA KUKPUR,ETAWAH,SAIFAI,Senior_Secondary,9-12,,,,Narrow Spread
9310105506,GOVT. HIGHER SECONDARYSCHOOL,ETAWAH,TAKHA,Senior_Secondary,9-12,,,,Narrow Spread
9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",FAIZABAD,AMANIGANJ,Middle_to_Secondary,6-10,,,,Narrow Spread
9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,FAIZABAD,AMANIGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9470103603,GOVT GIRLS HIGHER SECONDARY SCHOOL,FAIZABAD,AMANIGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9471502405,"GGIC, FAIZABAD",FAIZABAD,AYODHYA TOWN AREA,Middle_to_Higher,6-12,-329.09,-545.65,216.56,Narrow Spread
9471501703,"RAJKIYA INTER COLLEGE, FAIZABAD",FAIZABAD,AYODHYA TOWN AREA,Middle_to_Higher,6-12,-337.84,-492.5,154.66,Narrow Spread
9471300102,TULSI G.G.I.C. AYODHYA,FAIZABAD,AYODHYA TOWN AREA,Full_School,1-12,-42.86,-83.64,40.78,Narrow Spread
9470200402,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,FAIZABAD,BIKAPUR,Senior_Secondary,9-12,,,,Narrow Spread
9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,FAIZABAD,BIKAPUR,Middle_to_Higher,6-12,-17.65,-157.14,139.49,Narrow Spread
9470401503,GGIC GAUHANIYA,FAIZABAD,MASAUDHA,Middle_to_Higher,6-12,-453.33,-365.0,-88.33,Narrow Spread
9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,FAIZABAD,MAWAI,Senior_Secondary,9-12,,,,Narrow Spread
9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,FAIZABAD,MAWAI,Middle_to_Higher,6-12,,,,Narrow Spread
9470711203,GOVERNMENT HIGH SCHOOL SCHOOL,FAIZABAD,MAYA,Senior_Secondary,9-12,,,,Narrow Spread
9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",FAIZABAD,MAYA,Senior_Secondary,9-12,,,,Narrow Spread
9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",FAIZABAD,MAYA,Middle_to_Secondary,6-10,,,,Narrow Spread
9471400204,RAJKIYA BALIKA INTER COLLEGE,FAIZABAD,MAYA,Middle_to_Higher,6-12,-1900.0,-242.86,-1657.14,Narrow Spread
9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,FAIZABAD,MILKIPUR,Senior_Secondary,9-12,,,,Narrow Spread
9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,FAIZABAD,MILKIPUR,Senior_Secondary,9-12,,,,Narrow Spread
9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,FAIZABAD,MILKIPUR,Middle_to_Higher,6-12,-324.24,100.0,-424.24,Narrow Spread
9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,FAIZABAD,PURA,Senior_Secondary,9-12,,,,Narrow Spread
9472302403,GOVERNMENT GIRLS INTER COLLEGE,FAIZABAD,RUDAULI,Middle_to_Higher,6-12,-60.47,-6.78,-53.69,Narrow Spread
9470910903,GOVERNMENT HIGH SCHOOL jamuniyamau,FAIZABAD,RUDAULI,Senior_Secondary,9-12,,,,Narrow Spread
9470907604,GOVERNMENT HIGHER SECONDARY,FAIZABAD,RUDAULI,Senior_Secondary,9-12,,,,Narrow Spread
9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,FAIZABAD,RUDAULI,Senior_Secondary,9-12,,,,Narrow Spread
9471004907,G.G.I.C. SALONIYA SOHAWAL,FAIZABAD,SOHAWAL,Middle_to_Higher,6-12,-480.0,-85.0,-395.0,Narrow Spread
9471003511,GOVERNMENT HIGH SCHOOL SOURI,FAIZABAD,SOHAWAL,Senior_Secondary,9-12,,,,Narrow Spread
9471101610,G . G . H . S . SCHOOL,FAIZABAD,TARUN,Middle_to_Secondary,6-10,,,,Narrow Spread
9290401204,RAJKIY BALIKA UMV,FARRUKHABAD,KAMALGANJ,Senior_Secondary,9-12,,,,Narrow Spread
9290807807,RAJKEY UCHHTTAR MADHYAMIK VID VIHAR,FARRUKHABAD,MOHAMDABAD,Senior_Secondary,9-12,,,,Narrow Spread
9290703803,RAJKEY BALIKA INTER COLLEGE FATEHGARH,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,-193.75,-265.74,71.99,Narrow Spread
9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,-15.56,-82.35,66.79,Narrow Spread
9290705325,RAJKEY INTER COLLEGE FATEHGARH,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,-224.39,-310.87,86.48,Narrow Spread
9290306206,RAM DARSHANI RAJKEEYA INTER COLLEGE,FARRUKHABAD,NAWABGANJ,Middle_to_Higher,6-12,-78.18,-12.66,-65.52,Narrow Spread
9290505705,"Pt Deendayal Upadhyay Govt Model Inter College, Kankapur",FARRUKHABAD,RAJE PUR,Middle_to_Higher,6-12,-566.67,-142.86,-423.81,Narrow Spread
9290508608,RAJKIYA BALIKA INTER COLLEGE RAJEPUR,FARRUKHABAD,RAJE PUR,Middle_to_Higher,6-12,-208.0,-158.82,-49.18,Narrow Spread
9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,FARRUKHABAD,RAJE PUR,Senior_Secondary,9-12,,,,Narrow Spread
9290209907,Pt Deendayal Upadhyay Govt Model Inter College Roshanabad,FARRUKHABAD,SHAMSABAD,Middle_to_Higher,6-12,-95.35,-203.92,108.57,Narrow Spread
9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,FATEHPUR,AIRAYAN,Middle_to_Higher,6-12,-143.75,20.78,-164.53,Narrow Spread
9421003603,RAJKIYE U.M.V. IJURA KHURD,FATEHPUR,AIRAYAN,Senior_Secondary,9-12,,,,Narrow Spread
9420201204,RAJKIY UMV BABAI,FATEHPUR,AMAULI,Senior_Secondary,9-12,,,,Narrow Spread
9420201905,RAJKIYE H.S.BAMTHARA,FATEHPUR,AMAULI,Senior_Secondary,9-12,,,,Narrow Spread
9420208603,RAJKIYE U.M.V.RITHWA,FATEHPUR,AMAULI,Senior_Secondary,9-12,,,,Narrow Spread
9420900402,RAJKIYA U.M.V.ADAMPUR SAIBSI,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,,,,Narrow Spread
9420901704,RAJKIYE H.S.DEVLAN,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,,,,Narrow Spread
9420903008,RAJKIYE U M V KORRA KANAK,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,,,,Narrow Spread
9420905205,RAJKIYE UCHHTAR MADHYAMIK VIDALAY SARKANDI ASOTHER,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,,,,Narrow Spread
9420700923,Pt Deendayal Upadhyay Govt Model Inter College Bahua,FATEHPUR,BAHUA,Middle_to_Higher,6-12,-906.67,-186.54,-720.13,Narrow Spread
9420705004,RAJKIYE H.S.MAHNA,FATEHPUR,BAHUA,Senior_Secondary,9-12,,,,Narrow Spread
9420701603,RAJKIYE U M V BIJHAULI,FATEHPUR,BAHUA,Senior_Secondary,9-12,,,,Narrow Spread
9420706802,RAJKIYE U M V CHAK QUAZIPUR,FATEHPUR,BAHUA,Senior_Secondary,9-12,,,,Narrow Spread
9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,FATEHPUR,BHITAURA,Middle_to_Higher,6-12,-6800.0,,,Narrow Spread
9420603924,RAJKIYE BALIKA I.C.HUSAINGANJ,FATEHPUR,BHITAURA,Middle_to_Secondary,6-10,,,,Narrow Spread
9420610905,RAJKIYE U.M.V.UDAI SARAI,FATEHPUR,BHITAURA,Senior_Secondary,9-12,,,,Narrow Spread
9420106903,RAJKIYE U M V PAHARIPUR,FATEHPUR,DEOMAI,Senior_Secondary,9-12,,,,Narrow Spread
9420101103,Rajkiy uchtar madyamik vidyalya bijauli,FATEHPUR,DEOMAI,Senior_Secondary,9-12,,,,Narrow Spread
9421300402,RAJKIYE U M V ARIYE,FATEHPUR,DHATA,Senior_Secondary,9-12,,,,Narrow Spread
9421304906,RAJKIYE U.M.VIDAYALAYA KOAT,FATEHPUR,DHATA,Senior_Secondary,9-12,,,,Narrow Spread
9421306804,RAJKIYE U.M.VIDAYALAYA RUHELLAPUR,FATEHPUR,DHATA,Senior_Secondary,9-12,,,,Narrow Spread
9420801105,Pt Deendayal Upadhyay Govt Model Inter College Daniyalpur,FATEHPUR,HASAWA,Middle_to_Higher,6-12,-94.34,-385.71,291.37,Narrow Spread
9420802509,RAJKIYE U M V KUSUMBHI,FATEHPUR,HASAWA,Senior_Secondary,9-12,,,,Narrow Spread
9420805605,RAJKIYE U M V TEEKAR,FATEHPUR,HASAWA,Senior_Secondary,9-12,,,,Narrow Spread
9420801505,RAJKIYE U.M.VIDAYALAYA EKARI,FATEHPUR,HASAWA,Senior_Secondary,9-12,,,,Narrow Spread
9421201105,PT.DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AMILIHAPAL,FATEHPUR,HATHGAOM,Middle_to_Higher,6-12,-20.27,66.67,-86.94,Narrow Spread
9421207004,RAJKIYE U M V MOHAMMADABAD,FATEHPUR,HATHGAOM,Senior_Secondary,9-12,,,,Narrow Spread
9421200704,RAJKIYE U.M.VIDAYALAYE AKBARPUR CHAURAI,FATEHPUR,HATHGAOM,Senior_Secondary,9-12,,,,Narrow Spread
9420309505,GOV HIGHSCHOOOL SIJAULI FATEHPUR,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,,,,Narrow Spread
9420300108,RAJKIYE U M V AJMATPUR,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,,,,Narrow Spread
9420303007,RAJKIYE U M V LALPUR DARAUTA,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,,,,Narrow Spread
9420413105,GOV. HIGHER SECOUNDRY SCHOOL LAHANGI,FATEHPUR,MALAWAN,Senior_Secondary,9-12,,,,Narrow Spread
9420410514,GOVT. H.S SCHOOL DEEGH,FATEHPUR,MALAWAN,Senior_Secondary,9-12,,,,Narrow Spread
9420413416,RAJKIYE BALIKA I.C.MALWA,FATEHPUR,MALAWAN,Middle_to_Secondary,6-10,,,,Narrow Spread
9420419403,RAJKIYE U M V SIKRODHI,FATEHPUR,MALAWAN,Senior_Secondary,9-12,,,,Narrow Spread
9420404106,RAJKIYE UCCHTAR MADHMIK VIDYALAY CHAKKI,FATEHPUR,MALAWAN,Senior_Secondary,9-12,,,,Narrow Spread
9420400103,RAJAKI BALIKA INTER COLLAGE BINDAKI,FATEHPUR,NAGAR BINDKI,Full_School,1-12,-245.83,-184.62,-61.21,Narrow Spread
9421402518,G.G.I.C.,FATEHPUR,NAGAR FATEHPUR,Middle_to_Higher,6-12,-341.18,-313.33,-27.85,Narrow Spread
9421401917,G.I.C. FATEHPUR,FATEHPUR,NAGAR FATEHPUR,Middle_to_Higher,6-12,-188.89,-492.68,303.79,Narrow Spread
9421400627,RAJKIYE U.M.VIDAYALAYE ANDULI,FATEHPUR,NAGAR FATEHPUR,Senior_Secondary,9-12,,,,Narrow Spread
9420500305,Pt Deendayal Upadhyay Govt Model Inter College Aladatpur,FATEHPUR,TELIYANI,Middle_to_Higher,6-12,-2250.0,,,Narrow Spread
9420506904,RAJKIYE BALIKA I.C. SAHILI,FATEHPUR,TELIYANI,Middle_to_Secondary,6-10,,,,Narrow Spread
9420506703,RAJKIYE U M V RAWATPUR,FATEHPUR,TELIYANI,Senior_Secondary,9-12,,,,Narrow Spread
9420505203,RAJKIYE U.M.V.MANSOORMODHANPUR,FATEHPUR,TELIYANI,Senior_Secondary,9-12,,,,Narrow Spread
9421110905,RAJKIYE I.C.ARJUNPUR GADHA,FATEHPUR,VIJAIPUR,Middle_to_Higher,6-12,4.0,-30.23,34.23,Narrow Spread
9421108504,RAJKIYE U M V SITHIYANI,FATEHPUR,VIJAIPUR,Senior_Secondary,9-12,,,,Narrow Spread
9421109205,RAJKIYE U M V TENI,FATEHPUR,VIJAIPUR,Senior_Secondary,9-12,,,,Narrow Spread
9160700106,GOVT. HIGH SCHOOL KARHARA,FIROZABAD,ARAWN,Senior_Secondary,9-12,,,,Narrow Spread
9160708103,GOVT. HIGH SCHOOL KARIKHEDA 1392,FIROZABAD,ARAWN,Senior_Secondary,9-12,,,,Narrow Spread
9160704005,GOVT. HIGH SCHOOL NASUPUR SANJAITI 1393,FIROZABAD,ARAWN,Senior_Secondary,9-12,,,,Narrow Spread
9160702904,GOVT. HIGH SCHOOL SOTHARA,FIROZABAD,ARAWN,Senior_Secondary,9-12,,,,Narrow Spread
9160908003,GOVT. HIGH SCHOOL BATOLAR 1381,FIROZABAD,EKA,Senior_Secondary,9-12,,,,Narrow Spread
9160908206,GOVT. HIGH SCHOOL KONDRA,FIROZABAD,EKA,Senior_Secondary,9-12,,,,Narrow Spread
9160911107,GOVT. HIGH SCHOOL NAGLA KHEDA,FIROZABAD,EKA,Senior_Secondary,9-12,,,,Narrow Spread
9160100903,GOVT. HIGH SCHOOL BASAI MUHAMMAD PUR,FIROZABAD,FIROZABAD,Senior_Secondary,9-12,,,,Narrow Spread
9160108003,GOVT. HIGH SCHOOL DABRAI 1361,FIROZABAD,FIROZABAD,Senior_Secondary,9-12,,,,Narrow Spread
9160800112,GOVT. GIRLS INTER COLLEGE JASRANA 1067,FIROZABAD,JASRANA,Middle_to_Higher,6-12,-639.13,-72.58,-566.55,Narrow Spread
9160801403,GOVT. HIGH SCHOOL NAGLA PATTI 1522,FIROZABAD,JASRANA,Senior_Secondary,9-12,,,,Narrow Spread
9160502805,GOVT. HIGH SCHOOL BARTHARA,FIROZABAD,KHAIRGARH,Senior_Secondary,9-12,,,,Narrow Spread
9160610502,GOVT. GIRLS INTER COLLEGE NAGAL BALL MADANPUR FZD 1524,FIROZABAD,MADANPUR,Middle_to_Higher,6-12,30.43,-3.7,34.13,Wide Spread
9160600306,GOVT. HIGH SCHOOL NAGLA KESARI,FIROZABAD,MADANPUR,Senior_Secondary,9-12,,,,Narrow Spread
9161200106,GOVT. HIGH SCHOOL NARKHI 1396,FIROZABAD,NARKHI,Senior_Secondary,9-12,,,,Narrow Spread
9160202503,GOVT. INTER COLLEGE NASIRPUR,FIROZABAD,SHIKOHABAD,Middle_to_Higher,6-12,-280.77,-39.39,-241.38,Narrow Spread
9160311004,GOVT. GIRLS INTER COLLEGE 1014,FIROZABAD,TUNDLA,Full_School,1-12,-90.0,-55.22,-34.78,Narrow Spread
9160300304,GOVT. HIGH SCHOOL DHIRPURA,FIROZABAD,TUNDLA,Senior_Secondary,9-12,,,,Narrow Spread
9160314203,GOVT. HIGH SCHOOL NAGLA PAR 1380,FIROZABAD,TUNDLA,Senior_Secondary,9-12,,,,Narrow Spread
9160301603,"GOVT. HIGH SCHOOL NIYAMATPUR, TUNDLA 1382",FIROZABAD,TUNDLA,Senior_Secondary,9-12,,,,Narrow Spread
9160304204,GOVT.HIGH SCHOOL THAR BALDI,FIROZABAD,TUNDLA,Senior_Secondary,9-12,,,,Narrow Spread
9100203403,RAJKIYA GHS SHADIPUR CHHIDOULI,GAUTAM BUDDHA NAGAR,DADRI,Senior_Secondary,9-12,,,,Narrow Spread
9100309607,GOVT HIGHER SEC. SCH. SALEMPUR GURJAR,GAUTAM BUDDHA NAGAR,DANKAUR,Senior_Secondary,9-12,,,,Narrow Spread
9100313807,PT D U GOVT MODEL INTER COLLEGE CHITI,GAUTAM BUDDHA NAGAR,DANKAUR,Middle_to_Higher,6-12,-740.0,-584.62,-155.38,Narrow Spread
9100110913,G I C  SECTOR 12 NOIDA,GAUTAM BUDDHA NAGAR,VISRAKH,Middle_to_Higher,6-12,-213.64,-258.06,44.42,Narrow Spread
9100110513,GOVT GIRLS INTER COLLEGE HOSHYARPUR,GAUTAM BUDDHA NAGAR,VISRAKH,Middle_to_Higher,6-12,-487.36,-239.74,-247.62,Narrow Spread
9100101804,MAYAWATI GOVT. GIRLS INTER COLLEGE,GAUTAM BUDDHA NAGAR,VISRAKH,Middle_to_Higher,6-12,-182.18,-202.5,20.32,Narrow Spread
9100109906,RAJKIYA UMV CHJARSI,GAUTAM BUDDHA NAGAR,VISRAKH,Senior_Secondary,9-12,,,,Narrow Spread
9090404624,GOVT GIRLS INTER COLLEGE KALCHINA,GHAZIABAD,BHOJPUR,Middle_to_Higher,6-12,11.32,40.16,-28.84,Narrow Spread
9090404619,GOVT HIG SEC NAHALI,GHAZIABAD,BHOJPUR,Senior_Secondary,9-12,,,,Narrow Spread
9090402603,GOVT HIGER SEC VIDAYAL ATAROLI,GHAZIABAD,BHOJPUR,Senior_Secondary,9-12,,,,Narrow Spread
9090406112,GOVT INTER COLLEGE TYODI,GHAZIABAD,BHOJPUR,Middle_to_Higher,6-12,-60.0,,,Narrow Spread
9090404504,GOVT. INTER COLLEGE MACHRI,GHAZIABAD,BHOJPUR,Middle_to_Higher,6-12,-233.33,,,Narrow Spread
