school_id,school_name,district,block,Dropout_Proxy_Current,Dropout_Proxy_Base,Dropout_Change,Dropout_Flag
9110200115,G.G.I.C.,BULANDSHAHR,SHIKARPUR,-70.37,-6.82,-63.55,Low
9110201603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAKHAITA,BULANDSHAHR,SHIKARPUR,,,,Low
9110204003,RAJKIYA HIGH SCHOOL,BULANDSHAHR,SHIKARPUR,,,,Low
9111500107,GOVT. GIRLS INTER COLLEGE,BULANDSHAHR,SIKANDRABAD,,,,Low
9111511303,RAJKIYA UMV NAI BASTI,BULANDSHAHR,SIKANDRABAD,,,,Low
9110601106,RAJKIYA UMV MAKADI,BULANDSHAHR,SYNA,,,,Low
9110500504,GOVT HS FAREEDA BANGAR,BULANDSHAHR,UCHAGAON,,,,Low
9110507203,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMARPUR,BULANDSHAHR,UCHAGAON,15.79,-244.44,260.23,Moderate
9110505517,RAJKIYA HIGH SCHOOL,BULANDSHAHR,UCHAGAON,,,,Low
9660700806,G.G.I.C SAIYADRAJA,CHANDAULI,BARAHANI,-79.0,-67.21,-11.79,Low
9660705803,GHS DAITHA,CHANDAULI,BARAHANI,,,,Low
9660701103,GHS KANDAWA,CHANDAULI,BARAHANI,,,,Low
9660703804,GHS KHAJARA,CHANDAULI,BARAHANI,,,,Low
9660701402,GHS NOORI,CHANDAULI,BARAHANI,,,,Low
9660302802,GHS KURAHANA,CHANDAULI,CHAHANIYA,,,,Low
9660211804,ADITYA NARAYAN GOVT. I.C. CHAKIYA,CHANDAULI,CHAKIYA,-604.41,-475.53,-128.88,Low
9660211203,GHS BITHAWAL KALA,CHANDAULI,CHAKIYA,,,,Low
9660206803,GHS GARALA,CHANDAULI,CHAKIYA,,,,Low
9660203305,GHS GAYGHAT,CHANDAULI,CHAKIYA,,,,Low
9660107602,GHS KHURUHUJA,CHANDAULI,CHANDAULI,,,,Low
9660105404,GHS KONIYA,CHANDAULI,CHANDAULI,,,,Low
9660117401,GHS PAITUA,CHANDAULI,CHANDAULI,,,,Low
9660109602,GHS TRIBHUVANPUR,CHANDAULI,CHANDAULI,,,,Low
9660901102,GHS DEWARI KALA,CHANDAULI,NAUGARH,,,,Low
9660902003,GHS GOLABAD,CHANDAULI,NAUGARH,,,,Low
9660900802,GHS JAMASOT,CHANDAULI,NAUGARH,,,,Low
9660900503,GHS LAUWARI KALA,CHANDAULI,NAUGARH,,,,Low
9660904504,GHS SONWAR,CHANDAULI,NAUGARH,,,,Low
9660902603,GHS UDITPUR SURRA,CHANDAULI,NAUGARH,,,,Low
9660907306,GOVT. INTER COLLEGE NAUGARH,CHANDAULI,NAUGARH,-468.25,-566.67,98.42,Low
9660409305,GOVT. G.I.C. DIGHAWAT,CHANDAULI,SAKALDIHA,,,,Low
9660606603,GHS BANARASIYA,CHANDAULI,SHAHABGANJ,,,,Low
9660607202,GHS KAUDIHAR,CHANDAULI,SHAHABGANJ,,,,Low
9660602903,GHS KHAKHADA,CHANDAULI,SHAHABGANJ,,,,Low
9660608003,GHS MUSAKHAND,CHANDAULI,SHAHABGANJ,,,,Low
9410104506,G.I.C. GHURETANPUR,CHITRAKOOT,CHITRAKOOT,-120.0,-83.33,-36.67,Low
9410105809,GOVT. HIGH SCHOOL BHARATKOOP,CHITRAKOOT,CHITRAKOOT,,,,Low
9410106908,GOVT. HIGH SCHOOL RAULI KALYANPUR,CHITRAKOOT,CHITRAKOOT,,,,Low
9410103404,GOVT. HIGH SCHOOL SEMARIYA CHARANDASI,CHITRAKOOT,CHITRAKOOT,,,,Low
9410109503,GOVT. HIGH SCHOOL SHIVRAMPUR,CHITRAKOOT,CHITRAKOOT,,,,Low
9410600186,G.G.I.C. KARWI,CHITRAKOOT,CHITRAKOOT (URBAN),-78.69,-307.41,228.72,Low
9410507201,G.G.I.C. MANIKPUR,CHITRAKOOT,MANIKPUR,-64.29,-155.56,91.27,Low
9410504607,GOVT. HIGH SCHOOL BADI MADAIYAN,CHITRAKOOT,MANIKPUR,,,,Low
9410504704,GOVT. HIGH SCHOOL DADARI MAFI,CHITRAKOOT,MANIKPUR,,,,Low
9410506109,GOVT. HIGH SCHOOL ELHA,CHITRAKOOT,MANIKPUR,,,,Low
9410500910,GOVT. HIGH SCHOOL ETAWA DUDAILA,CHITRAKOOT,MANIKPUR,,,,Low
9410500113,PT DEEN DAYAL UPADHYAY GOVT MODEL I C UNCHADEEH CHITRAKOOT,CHITRAKOOT,MANIKPUR,-142.86,-455.56,312.7,Low
9410304106,G.I.C. BARGARH,CHITRAKOOT,MAU,-85.59,-117.76,32.17,Low
9410304009,GOVT. HIGH SCHOOL BIYAWAL,CHITRAKOOT,MAU,,,,Low
9410300503,GOVT. HIGH SCHOOL MANDAUR,CHITRAKOOT,MAU,,,,Low
9410304803,GOVT. HIGH SCHOOL MURKA,CHITRAKOOT,MAU,,,,Low
9410302604,GOVT. HIGH SCHOOL TIKARA,CHITRAKOOT,MAU,,,,Low
9410305004,PT DEEN DAYAL UPADHYAY GOVT MODEL I C HARDI KALA CHITRAKOOT,CHITRAKOOT,MAU,-40.0,-108.33,68.33,Low
9410207501,GOVT. HIGH SCHOOL ASHOH,CHITRAKOOT,PAHADI,,,,Low
9410200304,GOVT. HIGH SCHOOL CHANDI,CHITRAKOOT,PAHADI,,,,Low
9410205101,GOVT. HIGH SCHOOL GAUHANI,CHITRAKOOT,PAHADI,,,,Low
9410203801,GOVT. HIGH SCHOOL MAMSI BUJURGA,CHITRAKOOT,PAHADI,,,,Low
9410202505,GOVT. HIGH SCHOOL MIRJAPUR,CHITRAKOOT,PAHADI,,,,Low
9410206505,GOVT. HIGH SCHOOL NONAR,CHITRAKOOT,PAHADI,,,,Low
9410202404,GOVT. HIGH SCHOOL SURSEN,CHITRAKOOT,PAHADI,,,,Low
9410205407,RAJKIYA KANYA UCHCHATAR MADHYAMIK VIDYALYA GANEEWA CHITRAKOOT,CHITRAKOOT,PAHADI,,,,Low
9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,CHITRAKOOT,PAHADI,100.0,100.0,0.0,High Risk
9410403909,G.G.I.C. RAJAPUR,CHITRAKOOT,RAM NAGAR,-127.69,-105.66,-22.03,Low
9410401803,GOVT. HIGH SCHOOL SIRAWAL,CHITRAKOOT,RAM NAGAR,,,,Low
9601701602,R.U.M.V. BADKA GAON,DEORIA,BARAHAJ,,,,Low
9601703905,RAJKIY U.M.V.LABAKANI GANGA,DEORIA,BARAHAJ,,,,Low
9601704611,RAJKIYA UMV PAINA,DEORIA,BARAHAJ,,,,Low
9600803917,RAJIYA U.M.V.BHARHE CHAURA,DEORIA,BHATNI,,,,Low
9601502902,GOVERMENT INTER COLLEGE DEORIA,DEORIA,DEORIA NAGAR KSHETRA,-116.92,-64.52,-52.4,Low
9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,DEORIA,DEORIA NAGAR KSHETRA,-546.67,-228.57,-318.1,Low
9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,DEORIA,DESAHI DEORIA,-1077.78,,,Low
9600108705,G.G.H.S. SCHOOL INDUPUR,DEORIA,GAURI BAZAR,,,,Low
9600102903,RAJKIY U.M.V.BAGAPAR,DEORIA,GAURI BAZAR,,,,Low
9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,DEORIA,GAURI BAZAR,,,,Low
9601404204,RAJKIY U.M.V.KUNDAULI,DEORIA,LAR,,,,Low
9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,DEORIA,PATTHRDEVA,,,,Low
9600503804,R .UMV RAMPUR MAHUARI,DEORIA,PATTHRDEVA,,,,Low
9600706504,RAJKIY U.M.V.SILHATA,DEORIA,RUDRAPUR,,,,Low
9600701103,RAJKIYA U.M.V.GONAH SURTPURA,DEORIA,RUDRAPUR,,,,Low
9600700903,RAJKIYA U.M.V.NAKAEL,DEORIA,RUDRAPUR,,,,Low
9600405612,GOVT. G. INTER COLLEGE,DEORIA,SALIMPUR,100.0,-150.0,250.0,High Risk
9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,ETAH,ALIGANJ,-161.36,-155.0,-6.36,Low
9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,ETAH,ALIGANJ,,,,Low
9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,ETAH,ALIGANJ,-70.0,33.33,-103.33,Low
9170306407,GOVERNMENT HSS KUSAWA,ETAH,AWAGARH,,,,Low
9170307510,"GOVT. HIGH SCHOOL, KUSET",ETAH,AWAGARH,,,,Low
9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,ETAH,AWAGARH,-52.0,18.52,-70.52,Low
9171602102,GOV. GIRLS INTER COLEEGE ETAH,ETAH,ETAH (URBAN),-625.0,-179.75,-445.25,Low
9171602303,GOV. INTER COLLEGE ETAH,ETAH,ETAH (URBAN),-447.62,-369.23,-78.39,Low
9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,ETAH,JAITHARA,,,,Low
9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,ETAH,JAITHARA,37.5,,,High Risk
9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,ETAH,JAITHARA,-127.27,100.0,-227.27,Low
9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,ETAH,JALESAR,,,,Low
9171801702,RAJKIYA BALIKA INTER COLLAGE,ETAH,JALESAR (URBAN),-338.3,-172.73,-165.57,Low
9170807903,GOVT H.S NAGLA MANDHATI (SARNU),ETAH,MARHARA,,,,Low
9170806803,GOVT H.S.V ALAMPUR,ETAH,MARHARA,,,,Low
9170906602,G.G.I. COLLEGE BAKALPUR,ETAH,NIDHAULI KALAN,-186.96,-15.38,-171.58,Low
9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,ETAH,NIDHAULI KALAN,-228.57,42.86,-271.43,Low
9170900504,GOVERNMENT HSS ADHAPURA,ETAH,NIDHAULI KALAN,,,,Low
9170907404,GOVERNMENT HSS SHAH BAJPUR,ETAH,NIDHAULI KALAN,,,,Low
9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,ETAH,NIDHAULI KALAN,-93.1,93.33,-186.43,Low
9171203106,"GOVT. HIGH SCHOOL, RIJOR",ETAH,SAKEET,,,,Low
9171207019,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,ETAH,SAKEET,-387.5,-450.0,62.5,Low
9171314101,GOV.GIRLS INTER COLLEGE,ETAH,SHEETAL PUR,50.0,19.05,30.95,High Risk
9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,ETAH,SHEETAL PUR,,,,Low
9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,ETAH,SHEETAL PUR,-38.1,-78.26,40.16,Low
9310500108,GOVT GIRLS INTER COLLEGE UDDI,ETAWAH,BARHPURA,,,,Low
9310702406,GOVT UMV SAMASPURA ETAWA,ETAWAH,BHARTHANA,,,,Low
9310800118,GOVT HIGH SCHOOL KANDESI DHAR,ETAWAH,CHAKARNAGAR,,,,Low
9310800130,GOVT UMV IMLIA,ETAWAH,CHAKARNAGAR,,,,Low
9310800120,GOVT UPS JAUNANI,ETAWAH,CHAKARNAGAR,,,,Low
9310805804,GOVT.  INTER COLLEGE SINDAUS,ETAWAH,CHAKARNAGAR,-84.21,-400.0,315.79,Low
9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,ETAWAH,CHAKARNAGAR,,,,Low
9310804607,GOVT. HIGHER SECONDARY SCHOOL,ETAWAH,CHAKARNAGAR,-375.0,-446.67,71.67,Low
9310903242,GOVT INTER COLLEGE ETAWAH,ETAWAH,ETAWAH NAGAR CHETRA,-797.37,-832.56,35.19,Low
9310907904,GOVT. GIRLS INTER COLLEGE,ETAWAH,ETAWAH NAGAR CHETRA,-706.25,-353.76,-352.49,Low
9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,ETAWAH,JASWANT NAGAR,-1812.5,-1728.57,-83.93,Low
9310410923,GOVT INTER COLLEGE DHARWAR ETAWAH,ETAWAH,JASWANT NAGAR,,,,Low
9310410925,GOVT UPS BAUTH,ETAWAH,JASWANT NAGAR,,,,Low
9310410926,GOVT UPS BIBAMAU,ETAWAH,JASWANT NAGAR,,,,Low
9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,ETAWAH,JASWANT NAGAR,,,,Low
9310201706,GOVT UMV LUDHIYANI,ETAWAH,MAHEWA,,,,Low
9310601706,AMITAB BACHCHAN GOVT. INTER COLLEGE SAIFAI,ETAWAH,SAIFAI,,,,Low
9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,ETAWAH,SAIFAI,-423.08,-476.92,53.84,Low
9310601708,GOVT UPS HARCHANDERPUR,ETAWAH,SAIFAI,,,,Low
9310601707,GOVT UPS NAGARIYA KUKPUR,ETAWAH,SAIFAI,,,,Low
9310105506,GOVT. HIGHER SECONDARYSCHOOL,ETAWAH,TAKHA,,,,Low
9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",FAIZABAD,AMANIGANJ,,,,Low
9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,FAIZABAD,AMANIGANJ,,,,Low
9470103603,GOVT GIRLS HIGHER SECONDARY SCHOOL,FAIZABAD,AMANIGANJ,,,,Low
9471502405,"GGIC, FAIZABAD",FAIZABAD,AYODHYA TOWN AREA,-329.09,-545.65,216.56,Low
9471501703,"RAJKIYA INTER COLLEGE, FAIZABAD",FAIZABAD,AYODHYA TOWN AREA,-337.84,-492.5,154.66,Low
9471300102,TULSI G.G.I.C. AYODHYA,FAIZABAD,AYODHYA TOWN AREA,-42.86,-83.64,40.78,Low
9470200402,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,FAIZABAD,BIKAPUR,,,,Low
9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,FAIZABAD,BIKAPUR,-17.65,-157.14,139.49,Low
9470401503,GGIC GAUHANIYA,FAIZABAD,MASAUDHA,-453.33,-365.0,-88.33,Low
9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,FAIZABAD,MAWAI,,,,Low
9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,FAIZABAD,MAWAI,,,,Low
9470711203,GOVERNMENT HIGH SCHOOL SCHOOL,FAIZABAD,MAYA,,,,Low
9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",FAIZABAD,MAYA,,,,Low
9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",FAIZABAD,MAYA,,,,Low
9471400204,RAJKIYA BALIKA INTER COLLEGE,FAIZABAD,MAYA,-1900.0,-242.86,-1657.14,Low
9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,FAIZABAD,MILKIPUR,,,,Low
9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,FAIZABAD,MILKIPUR,,,,Low
9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,FAIZABAD,MILKIPUR,-324.24,100.0,-424.24,Low
9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,FAIZABAD,PURA,,,,Low
9472302403,GOVERNMENT GIRLS INTER COLLEGE,FAIZABAD,RUDAULI,-60.47,-6.78,-53.69,Low
9470910903,GOVERNMENT HIGH SCHOOL jamuniyamau,FAIZABAD,RUDAULI,,,,Low
9470907604,GOVERNMENT HIGHER SECONDARY,FAIZABAD,RUDAULI,,,,Low
9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,FAIZABAD,RUDAULI,,,,Low
9471004907,G.G.I.C. SALONIYA SOHAWAL,FAIZABAD,SOHAWAL,-480.0,-85.0,-395.0,Low
9471003511,GOVERNMENT HIGH SCHOOL SOURI,FAIZABAD,SOHAWAL,,,,Low
9471101610,G . G . H . S . SCHOOL,FAIZABAD,TARUN,,,,Low
9290401204,RAJKIY BALIKA UMV,FARRUKHABAD,KAMALGANJ,,,,Low
9290807807,RAJKEY UCHHTTAR MADHYAMIK VID VIHAR,FARRUKHABAD,MOHAMDABAD,,,,Low
9290703803,RAJKEY BALIKA INTER COLLEGE FATEHGARH,FARRUKHABAD,NAG. KSH.FAR.BAD,-193.75,-265.74,71.99,Low
9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,FARRUKHABAD,NAG. KSH.FAR.BAD,-15.56,-82.35,66.79,Low
9290705325,RAJKEY INTER COLLEGE FATEHGARH,FARRUKHABAD,NAG. KSH.FAR.BAD,-224.39,-310.87,86.48,Low
9290306206,RAM DARSHANI RAJKEEYA INTER COLLEGE,FARRUKHABAD,NAWABGANJ,-78.18,-12.66,-65.52,Low
9290505705,"Pt Deendayal Upadhyay Govt Model Inter College, Kankapur",FARRUKHABAD,RAJE PUR,-566.67,-142.86,-423.81,Low
9290508608,RAJKIYA BALIKA INTER COLLEGE RAJEPUR,FARRUKHABAD,RAJE PUR,-208.0,-158.82,-49.18,Low
9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,FARRUKHABAD,RAJE PUR,,,,Low
9290209907,Pt Deendayal Upadhyay Govt Model Inter College Roshanabad,FARRUKHABAD,SHAMSABAD,-95.35,-203.92,108.57,Low
9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,FATEHPUR,AIRAYAN,-143.75,20.78,-164.53,Low
9421003603,RAJKIYE U.M.V. IJURA KHURD,FATEHPUR,AIRAYAN,,,,Low
9420201204,RAJKIY UMV BABAI,FATEHPUR,AMAULI,,,,Low
9420201905,RAJKIYE H.S.BAMTHARA,FATEHPUR,AMAULI,,,,Low
9420208603,RAJKIYE U.M.V.RITHWA,FATEHPUR,AMAULI,,,,Low
9420900402,RAJKIYA U.M.V.ADAMPUR SAIBSI,FATEHPUR,ASHOTHAR,,,,Low
9420901704,RAJKIYE H.S.DEVLAN,FATEHPUR,ASHOTHAR,,,,Low
9420903008,RAJKIYE U M V KORRA KANAK,FATEHPUR,ASHOTHAR,,,,Low
9420905205,RAJKIYE UCHHTAR MADHYAMIK VIDALAY SARKANDI ASOTHER,FATEHPUR,ASHOTHAR,,,,Low
9420700923,Pt Deendayal Upadhyay Govt Model Inter College Bahua,FATEHPUR,BAHUA,-906.67,-186.54,-720.13,Low
9420705004,RAJKIYE H.S.MAHNA,FATEHPUR,BAHUA,,,,Low
9420701603,RAJKIYE U M V BIJHAULI,FATEHPUR,BAHUA,,,,Low
9420706802,RAJKIYE U M V CHAK QUAZIPUR,FATEHPUR,BAHUA,,,,Low
9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,FATEHPUR,BHITAURA,-6800.0,,,Low
9420603924,RAJKIYE BALIKA I.C.HUSAINGANJ,FATEHPUR,BHITAURA,,,,Low
9420610905,RAJKIYE U.M.V.UDAI SARAI,FATEHPUR,BHITAURA,,,,Low
9420106903,RAJKIYE U M V PAHARIPUR,FATEHPUR,DEOMAI,,,,Low
9420101103,Rajkiy uchtar madyamik vidyalya bijauli,FATEHPUR,DEOMAI,,,,Low
9421300402,RAJKIYE U M V ARIYE,FATEHPUR,DHATA,,,,Low
9421304906,RAJKIYE U.M.VIDAYALAYA KOAT,FATEHPUR,DHATA,,,,Low
9421306804,RAJKIYE U.M.VIDAYALAYA RUHELLAPUR,FATEHPUR,DHATA,,,,Low
9420801105,Pt Deendayal Upadhyay Govt Model Inter College Daniyalpur,FATEHPUR,HASAWA,-94.34,-385.71,291.37,Low
9420802509,RAJKIYE U M V KUSUMBHI,FATEHPUR,HASAWA,,,,Low
9420805605,RAJKIYE U M V TEEKAR,FATEHPUR,HASAWA,,,,Low
9420801505,RAJKIYE U.M.VIDAYALAYA EKARI,FATEHPUR,HASAWA,,,,Low
9421201105,PT.DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AMILIHAPAL,FATEHPUR,HATHGAOM,-20.27,66.67,-86.94,Low
9421207004,RAJKIYE U M V MOHAMMADABAD,FATEHPUR,HATHGAOM,,,,Low
9421200704,RAJKIYE U.M.VIDAYALAYE AKBARPUR CHAURAI,FATEHPUR,HATHGAOM,,,,Low
9420309505,GOV HIGHSCHOOOL SIJAULI FATEHPUR,FATEHPUR,KHAJUHA,,,,Low
9420300108,RAJKIYE U M V AJMATPUR,FATEHPUR,KHAJUHA,,,,Low
9420303007,RAJKIYE U M V LALPUR DARAUTA,FATEHPUR,KHAJUHA,,,,Low
9420413105,GOV. HIGHER SECOUNDRY SCHOOL LAHANGI,FATEHPUR,MALAWAN,,,,Low
9420410514,GOVT. H.S SCHOOL DEEGH,FATEHPUR,MALAWAN,,,,Low
9420413416,RAJKIYE BALIKA I.C.MALWA,FATEHPUR,MALAWAN,,,,Low
9420419403,RAJKIYE U M V SIKRODHI,FATEHPUR,MALAWAN,,,,Low
9420404106,RAJKIYE UCCHTAR MADHMIK VIDYALAY CHAKKI,FATEHPUR,MALAWAN,,,,Low
9420400103,RAJAKI BALIKA INTER COLLAGE BINDAKI,FATEHPUR,NAGAR BINDKI,-245.83,-184.62,-61.21,Low
9421402518,G.G.I.C.,FATEHPUR,NAGAR FATEHPUR,-341.18,-313.33,-27.85,Low
9421401917,G.I.C. FATEHPUR,FATEHPUR,NAGAR FATEHPUR,-188.89,-492.68,303.79,Low
9421400627,RAJKIYE U.M.VIDAYALAYE ANDULI,FATEHPUR,NAGAR FATEHPUR,,,,Low
9420500305,Pt Deendayal Upadhyay Govt Model Inter College Aladatpur,FATEHPUR,TELIYANI,-2250.0,,,Low
9420506904,RAJKIYE BALIKA I.C. SAHILI,FATEHPUR,TELIYANI,,,,Low
9420506703,RAJKIYE U M V RAWATPUR,FATEHPUR,TELIYANI,,,,Low
9420505203,RAJKIYE U.M.V.MANSOORMODHANPUR,FATEHPUR,TELIYANI,,,,Low
9421110905,RAJKIYE I.C.ARJUNPUR GADHA,FATEHPUR,VIJAIPUR,4.0,-30.23,34.23,Low
9421108504,RAJKIYE U M V SITHIYANI,FATEHPUR,VIJAIPUR,,,,Low
9421109205,RAJKIYE U M V TENI,FATEHPUR,VIJAIPUR,,,,Low
9160700106,GOVT. HIGH SCHOOL KARHARA,FIROZABAD,ARAWN,,,,Low
9160708103,GOVT. HIGH SCHOOL KARIKHEDA 1392,FIROZABAD,ARAWN,,,,Low
9160704005,GOVT. HIGH SCHOOL NASUPUR SANJAITI 1393,FIROZABAD,ARAWN,,,,Low
9160702904,GOVT. HIGH SCHOOL SOTHARA,FIROZABAD,ARAWN,,,,Low
9160908003,GOVT. HIGH SCHOOL BATOLAR 1381,FIROZABAD,EKA,,,,Low
9160908206,GOVT. HIGH SCHOOL KONDRA,FIROZABAD,EKA,,,,Low
9160911107,GOVT. HIGH SCHOOL NAGLA KHEDA,FIROZABAD,EKA,,,,Low
9160100903,GOVT. HIGH SCHOOL BASAI MUHAMMAD PUR,FIROZABAD,FIROZABAD,,,,Low
9160108003,GOVT. HIGH SCHOOL DABRAI 1361,FIROZABAD,FIROZABAD,,,,Low
9160800112,GOVT. GIRLS INTER COLLEGE JASRANA 1067,FIROZABAD,JASRANA,-639.13,-72.58,-566.55,Low
9160801403,GOVT. HIGH SCHOOL NAGLA PATTI 1522,FIROZABAD,JASRANA,,,,Low
9160502805,GOVT. HIGH SCHOOL BARTHARA,FIROZABAD,KHAIRGARH,,,,Low
9160610502,GOVT. GIRLS INTER COLLEGE NAGAL BALL MADANPUR FZD 1524,FIROZABAD,MADANPUR,30.43,-3.7,34.13,High Risk
9160600306,GOVT. HIGH SCHOOL NAGLA KESARI,FIROZABAD,MADANPUR,,,,Low
9161200106,GOVT. HIGH SCHOOL NARKHI 1396,FIROZABAD,NARKHI,,,,Low
9160202503,GOVT. INTER COLLEGE NASIRPUR,FIROZABAD,SHIKOHABAD,-280.77,-39.39,-241.38,Low
9160311004,GOVT. GIRLS INTER COLLEGE 1014,FIROZABAD,TUNDLA,-90.0,-55.22,-34.78,Low
9160300304,GOVT. HIGH SCHOOL DHIRPURA,FIROZABAD,TUNDLA,,,,Low
9160314203,GOVT. HIGH SCHOOL NAGLA PAR 1380,FIROZABAD,TUNDLA,,,,Low
9160301603,"GOVT. HIGH SCHOOL NIYAMATPUR, TUNDLA 1382",FIROZABAD,TUNDLA,,,,Low
9160304204,GOVT.HIGH SCHOOL THAR BALDI,FIROZABAD,TUNDLA,,,,Low
9100203403,RAJKIYA GHS SHADIPUR CHHIDOULI,GAUTAM BUDDHA NAGAR,DADRI,,,,Low
9100309607,GOVT HIGHER SEC. SCH. SALEMPUR GURJAR,GAUTAM BUDDHA NAGAR,DANKAUR,,,,Low
9100313807,PT D U GOVT MODEL INTER COLLEGE CHITI,GAUTAM BUDDHA NAGAR,DANKAUR,-740.0,-584.62,-155.38,Low
9100110913,G I C  SECTOR 12 NOIDA,GAUTAM BUDDHA NAGAR,VISRAKH,-213.64,-258.06,44.42,Low
9100110513,GOVT GIRLS INTER COLLEGE HOSHYARPUR,GAUTAM BUDDHA NAGAR,VISRAKH,-487.36,-239.74,-247.62,Low
9100101804,MAYAWATI GOVT. GIRLS INTER COLLEGE,GAUTAM BUDDHA NAGAR,VISRAKH,-182.18,-202.5,20.32,Low
9100109906,RAJKIYA UMV CHJARSI,GAUTAM BUDDHA NAGAR,VISRAKH,,,,Low
9090404624,GOVT GIRLS INTER COLLEGE KALCHINA,GHAZIABAD,BHOJPUR,11.32,40.16,-28.84,Low
9090404619,GOVT HIG SEC NAHALI,GHAZIABAD,BHOJPUR,,,,Low
9090402603,GOVT HIGER SEC VIDAYAL ATAROLI,GHAZIABAD,BHOJPUR,,,,Low
9090406112,GOVT INTER COLLEGE TYODI,GHAZIABAD,BHOJPUR,-60.0,,,Low
9090404504,GOVT. INTER COLLEGE MACHRI,GHAZIABAD,BHOJPUR,-233.33,,,Low
9090900508,GOVT BALIKA INTER COLLEGE VIJAYNAGAR,GHAZIABAD,GHAZIABAD (MUN.AREA),-163.08,-166.43,3.35,Low
9090900315,RAJKIYA  INTER  COLLEGE NAND GRAM,GHAZIABAD,GHAZIABAD (MUN.AREA),-265.52,-61.47,-204.05,Low
9090302013,GOVT HIGHER SEC VIDYALAY MATOOR,GHAZIABAD,MURAD NAGAR,,,,Low
9090201104,GOVT HIGER SEC SCHOOL,GHAZIABAD,RAZAPUR,,,,Low
9090200110,GOVT HIGH SCHOOL NOORPUR,GHAZIABAD,RAZAPUR,,,,Low
9650102009,GOVT.G.I.C.DILDARNAGAR,GHAZIPUR,BHADAURA,-450.0,,,Low
9650102414,GOVT.G.I.C.GAHMAR,GHAZIPUR,BHADAURA,-66.67,,,Low
9651303003,GOVT. GIRLS U.M.V. GODI,GHAZIPUR,BHAWARCOL,,,,Low
9651302809,GOVT. GIRLS U.M.V. KANUWAN,GHAZIPUR,BHAWARCOL,,,,Low
9650500915,GOVT. HIGH SCHOOL BIRNO GHAZIPUR,GHAZIPUR,BIRNO,,,,Low
9650506404,GOVT. U.M.V. BAHLOLPUR,GHAZIPUR,BIRNO,,,,Low
9650800212,GOVERNMENT GIRLS INTER COLLEGE,GHAZIPUR,DEOKALI,-62.5,-6.25,-56.25,Low
9650804204,GOVT. U.M.V. BHIKKHEPUR,GHAZIPUR,DEOKALI,,,,Low
